,Title,Description,Topic,Subject Area,Score,type
9471,Teen Used Dying Breaths To Identify Man Who Allegedly Shot Her After She Rebuffed His Advances,A police officer testified this week about what the Brooklyn girl said.,black voices,news,0.1714306402109761,1 - Topic determined by algorithm
10947,Deb Dunn Talks Saving Transgender Lives And LGBTQ Equality (AUDIO),"This week I talked with Deb Dunn, Transgender Health Coordinator for the LGBT Resource Center of Chase Brexton Health Care",queer voices,news,0.9386236825922672,1 - Topic determined by algorithm
11528,I Survived 8 Cancer Battles. Here Are 5 Life Lessons I Learned,1. Know your family history,healthy living,news,0.17861700674454584,2 - Topic unable to be determined – subject area used instead
159786,I Lost Weight: Cathy Sheargold Wanted To Experience Life With Her Son And Lost Nearly 200 Pounds,"For more on weight loss, click here. After Weight: About 70kgs [154 pounds]. I decided to put away the scales. I last weighed",wellness,news,0.2974672231770802,2 - Topic unable to be determined – subject area used instead
178879,Politicians In Sunglasses: Proving That Shades Make Anyone Look Cool (PHOTOS),"In honor of that bipartisan spirit, here's a roundup of bespectacled politicians and world leaders (with some dictators and",style & beauty,news,0.2056325040642486,3 - Topic calculated with low confidence score and no subject area available
97050,D'Angelo Hooks and His Mother's Anguish,"There is no word in English or in any language that I've found for parents who bury their children. It is not because the concept does not exist, but rather because such an act is against the natural order of events. It is not supposed to happen.",impact,news,0.8791702965482465,
174299,American Expat Taxpayers Would Rather Ditch Citizenship Than Face New IRS Rules,"“For the most part, it is in reaction to the complexity of the legislation and the tax situation that affects Americans,” said",money,news,0.9619454008230732,1 - Topic determined by algorithm
108411,A New Twist on the Get-Out-the-Vote Message,"If you want to feel really good on the Wednesday after Election Day, regardless of the results of the vote, wake up knowing that you brought something extra to our national exercise of people power.",impact,news,0.21169035734310915,1 - Topic determined by algorithm
191742,"Republicans, Get In My Vagina: Kate Beckinsale Satirizes 'War On Women' With Funny Or Die (VIDEO)","Funny Or Die proves once again that no argument is more effective than a funny one, even if it includes Kate Beckinsale talking",comedy,news,0.842086028729769,3 - Topic calculated with low confidence score and no subject area available
16551,Myanmar's Suu Kyi To Skip UN General Assembly Amid Outrage Over Rohingya Crisis,Hundreds of thousands of minority Muslims have fled Myanmar in recent weeks.,world news,news,0.5047036169815731,2 - Topic unable to be determined – subject area used instead
60208,"It's Time To Freak Out Over Zika, Marco Rubio Warns GOP","""You're going to have to explain to people why it is that we sat around for weeks and did nothing on something of this magnitude.""",politics,news,0.10093908780554517,1 - Topic determined by algorithm
133726,Sext Education: Sexting = Cyberbullying,"When young people sext, they often lose control of the situation quickly. Messages can easily be intercepted or forwarded to unintended recipients, which is a nasty form of cyberbullying.",parenting,news,0.3008971969080054,3 - Topic calculated with low confidence score and no subject area available
9306,Republican Sen. John McCain Returns To Arizona Following Treatment For Cancer,"The Senate is expected to vote as early as Tuesday on tax legislation, but McCain will be out of Washington until January.",politics,news,0.6500793841988312,3 - Topic calculated with low confidence score and no subject area available
8730,12 Style And Fashion Trends On Our Radar In 2018,Pull out your old Tommy Jeans t-shirt.,style,news,0.9481242138106648,2 - Topic unable to be determined – subject area used instead
149976,Beer Label GIFs Bring Iconic Brands To Life,Beer labels like you've never seen them before.,food & drink,news,0.7625062540400999,1 - Topic determined by algorithm
33162,"Thanks To Luke Evans, Your Problematic Crush Gaston Is Finally Real","A new scene from the live-action ""Beauty and the Beast"" looks just like the original.",entertainment,news,0.30168064316146626,3 - Topic calculated with low confidence score and no subject area available
34780,Democrats Dismiss Concerns About Their Election Messaging,"They say Donald Trump won the presidency by practicing ""dog whistle politics.""",politics,news,0.002379220409659211,1 - Topic determined by algorithm
73737,These Children Are Suing The Federal Government Over Climate Change,Xiuhtezcatl Tonatiuh Martinez is not your average 15 year old.,politics,news,0.7797625943317443,2 - Topic unable to be determined – subject area used instead
12037,Scotland Investigating Trump Resort's Damage To Coastal Dunes,The golf club was supposed to protect the environment and boost the economy. It did neither.,green,news,0.34556951424541626,3 - Topic calculated with low confidence score and no subject area available
98845,"Honolulu Police Officer Indicted On Charges Of Assault, Theft, Property Damage",,crime,news,0.04916309287442955,
48201,"American Women Take Gold, Silver AND Bronze In First-Ever Paralympic Triathlon",The bronze medalist was also the first American woman to lose a limb in combat.,sports,news,0.43424220177927775,3 - Topic calculated with low confidence score and no subject area available
166783,Exposing Ourselves to Vulnerability Is the True Measure of Our Strength,"Far from being a vulnerable trait, if used wisely, a humble attitude clears the way for one to fully appreciate more of life.",wellness,news,0.8838696587543075,1 - Topic determined by algorithm
152185,The Best Travel Memoirs For Food Fans,Read the rest of the list at Bookish.com. When Cheryl Lu-Lien Tan was in her 20s and at the start of promising career as,travel,news,0.4171049908140849,3 - Topic calculated with low confidence score and no subject area available
57601,Why Staying Motivated Really Is Half the Battle,"Nothing of value can be achieved or accomplished without being properly motivated to reach your goals. Without motivation, you are destined to fall short. That's why in this world, staying motivated is half the battle.",healthy living,news,0.42560093886218975,1 - Topic determined by algorithm
150744,"People With Bipolar Disorder More Likely To Die Younger, Study Finds","People with bipolar disorder are more likely to die earlier, a new study of Swedish adults suggests. ""We identified multiple",wellness,news,0.12094742433286287,
166596,Procrastination And Productivity: What Helps And What Hurts,"Instead of perusing your social networks, call a friend. You'll get the same calming benefits of fostering a connection, and",wellness,news,0.3694691352455295,3 - Topic calculated with low confidence score and no subject area available
97608,A Monthlong Celebration of Our Yearlong Devotion,"Throughout February, in communities across the country, millions of supporters have been coming together, wearing red, and reinforcing the critical message that we can overcome heart disease and stroke.",healthy living,news,0.633898966592243,3 - Topic calculated with low confidence score and no subject area available
136515,Lesbians Who Eat Their Young: How Sarah Schulman and I Got the Boot From Best Lesbian Erotica 2014,"In June I sent out a story to be considered for Best Lesbian Erotica 2014, but I could not have imagined the tangled internal politics that would ensue. That fight is emblematic of a broader schism in the queer community, one that calls up all the old questions of assimilation vs. liberation.",queer voices,news,0.8129333450290188,
30354,Trump Earns Majority Of Americans' Disapproval In Record Time,It took George W. Bush years to get to this point.,politics,news,0.7951271355752432,2 - Topic unable to be determined – subject area used instead
162493,Single Parent Theme Movies,"JD asks about his father a lot. A few years ago a child psychologist told me to answer swiftly and change the subject, but",divorce,news,0.33336481360232273,3 - Topic calculated with low confidence score and no subject area available
